Store Name,Product,Date,Sales Quantity,Footfall,Space_Allocated,  Price  ,  Cost  ,  Revenue  ,  Total Cost  ,  Profit  ,Sales per sq meter,Profit per sq meter,Conversion rate,Traffic Density
Store B,Computer accessories,29/11/2023,1032,2521,156,10.00,5.50,10320.00,5676.00,4644.00,6.615384615,29.77,41%,16.16
Store B,Gift cards,29/11/2023,1882,2469,150,40.00,32.00,75280.00,60224.00,15056.00,12.54666667,100.37,76%,16.46
Store B,Baby food & Products,29/11/2023,545,2802,113,20.00,17.00,10900.00,9265.00,1635.00,4.82300885,14.47,19%,24.80
Store B,Milk & Dairies,29/11/2023,1606,757,138,2.50,1.80,4015.00,2890.80,1124.20,11.63768116,8.15,212%,5.49
Store B,Movie & Theatre tickets,29/11/2023,1812,1216,157,15.00,11.00,27180.00,19932.00,7248.00,11.54140127,46.17,149%,7.75
Store B,Gift cards,30/11/2023,1896,1331,130,40.00,32.00,75840.00,60672.00,15168.00,14.58461538,116.68,142%,10.24
Store B,Confectionaries,30/11/2023,261,2822,77,3.00,1.50,783.00,391.50,391.50,3.38961039,5.08,9%,36.65
Store B,Vegetables & Fruits,30/11/2023,1851,1717,182,8.00,7.80,14808.00,14437.80,370.20,10.17032967,2.03,108%,9.43
Store B,Movie & Theatre tickets,30/11/2023,565,4674,34,15.00,11.00,8475.00,6215.00,2260.00,16.61764706,66.47,12%,137.47
Store B,Electronics & Home appliance,30/11/2023,912,727,68,30.00,20.00,27360.00,18240.00,9120.00,13.41176471,134.12,125%,10.69
Store B,Milk & Dairies,30/11/2023,912,3754,154,2.50,1.80,2280.00,1641.60,638.40,5.922077922,4.15,24%,24.38
Store B,Confectionaries,30/11/2023,764,3790,76,3.00,1.50,2292.00,1146.00,1146.00,10.05263158,15.08,20%,49.87
Store B,Furniture & Wares,30/11/2023,1050,1649,44,55.00,42.00,57750.00,44100.00,13650.00,23.86363636,310.23,64%,37.48
Store B,Computer accessories,30/11/2023,402,2546,191,10.00,5.50,4020.00,2211.00,1809.00,2.104712042,9.47,16%,13.33
Store B,Computer accessories,30/11/2023,1253,2261,22,10.00,5.50,12530.00,6891.50,5638.50,56.95454545,256.30,55%,102.77
Store B,Milk & Dairies,30/11/2023,1764,2143,114,2.50,1.80,4410.00,3175.20,1234.80,15.47368421,10.83,82%,18.80
Store B,Computer accessories,30/11/2023,151,3790,48,10.00,5.50,1510.00,830.50,679.50,3.145833333,14.16,4%,78.96
Store B,Beverages,30/11/2023,1368,3168,195,5.00,3.00,6840.00,4104.00,2736.00,7.015384615,14.03,43%,16.25
Store B,Baby food & Products,30/11/2023,504,4217,78,20.00,17.00,10080.00,8568.00,1512.00,6.461538462,19.38,12%,54.06
Store B,Movie & Theatre tickets,30/11/2023,1555,4972,145,15.00,11.00,23325.00,17105.00,6220.00,10.72413793,42.90,31%,34.29
Store B,Electronics & Home appliance,30/11/2023,1351,2348,133,30.00,20.00,40530.00,27020.00,13510.00,10.15789474,101.58,58%,17.65
Store B,Electronics & Home appliance,01/12/2023,1641,1170,73,30.00,20.00,49230.00,32820.00,16410.00,22.47945205,224.79,140%,16.03
Store B,Vegetables & Fruits,01/12/2023,1385,2059,59,8.00,7.80,11080.00,10803.00,277.00,23.47457627,4.69,67%,34.90
Store B,Computer accessories,01/12/2023,1822,3445,143,10.00,5.50,18220.00,10021.00,8199.00,12.74125874,57.34,53%,24.09
Store B,Baby food & Products,01/12/2023,1934,3164,44,20.00,17.00,38680.00,32878.00,5802.00,43.95454545,131.86,61%,71.91
Store B,Confectionaries,01/12/2023,627,4650,195,3.00,1.50,1881.00,940.50,940.50,3.215384615,4.82,13%,23.85
Store B,Gift cards,01/12/2023,933,3543,197,40.00,32.00,37320.00,29856.00,7464.00,4.736040609,37.89,26%,17.98
Store B,Milk & Dairies,01/12/2023,1988,4387,111,2.50,1.80,4970.00,3578.40,1391.60,17.90990991,12.54,45%,39.52
Store B,Furniture & Wares,01/12/2023,335,659,19,55.00,42.00,18425.00,14070.00,4355.00,17.63157895,229.21,51%,34.68
Store B,Baby food & Products,01/12/2023,1100,1929,122,20.00,17.00,22000.00,18700.00,3300.00,9.016393443,27.05,57%,15.81
Store B,Furniture & Wares,01/12/2023,372,4394,184,55.00,42.00,20460.00,15624.00,4836.00,2.02173913,26.28,8%,23.88
Store B,Confectionaries,02/12/2023,132,1657,172,3.00,1.50,396.00,198.00,198.00,0.76744186,1.15,8%,9.63
Store B,Beverages,02/12/2023,1885,2354,108,5.00,3.00,9425.00,5655.00,3770.00,17.4537037,34.91,80%,21.80
Store B,Movie & Theatre tickets,02/12/2023,1980,3105,99,15.00,11.00,29700.00,21780.00,7920.00,20,80.00,64%,31.36
Store B,Movie & Theatre tickets,02/12/2023,348,4125,26,15.00,11.00,5220.00,3828.00,1392.00,13.38461538,53.54,8%,158.65
Store B,Milk & Dairies,02/12/2023,640,4027,12,2.50,1.80,1600.00,1152.00,448.00,53.33333333,37.33,16%,335.58
Store B,Baby food & Products,02/12/2023,1410,1531,118,20.00,17.00,28200.00,23970.00,4230.00,11.94915254,35.85,92%,12.97
Store B,Beverages,02/12/2023,1852,3892,29,5.00,3.00,9260.00,5556.00,3704.00,63.86206897,127.72,48%,134.21
Store B,Baby food & Products,02/12/2023,1093,1099,80,20.00,17.00,21860.00,18581.00,3279.00,13.6625,40.99,99%,13.74
Store B,Furniture & Wares,02/12/2023,138,2610,14,55.00,42.00,7590.00,5796.00,1794.00,9.857142857,128.14,5%,186.43
Store B,Computer accessories,02/12/2023,1906,2578,113,10.00,5.50,19060.00,10483.00,8577.00,16.86725664,75.90,74%,22.81
Store B,Movie & Theatre tickets,02/12/2023,393,2864,113,15.00,11.00,5895.00,4323.00,1572.00,3.477876106,13.91,14%,25.35
Store B,Vegetables & Fruits,02/12/2023,1430,3114,18,8.00,7.80,11440.00,11154.00,286.00,79.44444444,15.89,46%,173.00
Store B,Furniture & Wares,02/12/2023,463,4386,80,55.00,42.00,25465.00,19446.00,6019.00,5.7875,75.24,11%,54.83
Store B,Clothes & Shoes,02/12/2023,334,664,154,35.00,34.50,11690.00,11523.00,167.00,2.168831169,1.08,50%,4.31
Store B,Movie & Theatre tickets,02/12/2023,255,4460,180,15.00,11.00,3825.00,2805.00,1020.00,1.416666667,5.67,6%,24.78
Store B,Beverages,02/12/2023,252,3415,108,5.00,3.00,1260.00,756.00,504.00,2.333333333,4.67,7%,31.62
Store B,Gift cards,02/12/2023,1207,3076,140,40.00,32.00,48280.00,38624.00,9656.00,8.621428571,68.97,39%,21.97
Store B,Beverages,02/12/2023,933,1241,190,5.00,3.00,4665.00,2799.00,1866.00,4.910526316,9.82,75%,6.53
Store B,Electronics & Home appliance,02/12/2023,1661,1504,154,30.00,20.00,49830.00,33220.00,16610.00,10.78571429,107.86,110%,9.77
Store B,Clothes & Shoes,02/12/2023,1396,2232,166,35.00,34.50,48860.00,48162.00,698.00,8.409638554,4.20,63%,13.45
Store B,Furniture & Wares,03/12/2023,1388,4142,161,55.00,42.00,76340.00,58296.00,18044.00,8.621118012,112.07,34%,25.73
Store B,Water,03/12/2023,233,3237,112,2.00,1.00,466.00,233.00,233.00,2.080357143,2.08,7%,28.90
Store B,Vegetables & Fruits,03/12/2023,407,1590,136,8.00,7.80,3256.00,3174.60,81.40,2.992647059,0.60,26%,11.69
Store B,Water,03/12/2023,797,3930,115,2.00,1.00,1594.00,797.00,797.00,6.930434783,6.93,20%,34.17
Store B,Electronics & Home appliance,03/12/2023,1636,3250,46,30.00,20.00,49080.00,32720.00,16360.00,35.56521739,355.65,50%,70.65
Store B,Beverages,03/12/2023,1027,3068,124,5.00,3.00,5135.00,3081.00,2054.00,8.282258065,16.56,33%,24.74
Store B,Movie & Theatre tickets,03/12/2023,1250,4264,119,15.00,11.00,18750.00,13750.00,5000.00,10.50420168,42.02,29%,35.83
Store B,Computer accessories,03/12/2023,1661,1413,163,10.00,5.50,16610.00,9135.50,7474.50,10.19018405,45.86,118%,8.67
Store D,Toys,03/12/2023,682,1074,60,12.00,10.00,8184.00,6820.00,1364.00,11.36666667,22.73,64%,17.90
Store A,Toys,03/12/2023,1897,2052,16,12.00,10.00,22764.00,18970.00,3794.00,118.5625,237.13,92%,128.25
Store D,Toys,03/12/2023,162,1329,165,12.00,10.00,1944.00,1620.00,324.00,0.981818182,1.96,12%,8.05
Store A,Toys,03/12/2023,128,610,35,12.00,10.00,1536.00,1280.00,256.00,3.657142857,7.31,21%,17.43
Store A,Toys,03/12/2023,494,2661,85,12.00,10.00,5928.00,4940.00,988.00,5.811764706,11.62,19%,31.31
Store B,Toys,03/12/2023,190,2485,76,12.00,10.00,2280.00,1900.00,380.00,2.5,5.00,8%,32.70
Store C,Toys,03/12/2023,1455,2121,180,12.00,10.00,17460.00,14550.00,2910.00,8.083333333,16.17,69%,11.78
Store C,Toys,03/12/2023,1206,1333,64,12.00,10.00,14472.00,12060.00,2412.00,18.84375,37.69,90%,20.83
Store A,Toys,03/12/2023,949,1635,156,12.00,10.00,11388.00,9490.00,1898.00,6.083333333,12.17,58%,10.48
Store A,Toys,03/12/2023,787,3855,131,12.00,10.00,9444.00,7870.00,1574.00,6.007633588,12.02,20%,29.43
Store C,Toys,03/12/2023,1472,1506,199,12.00,10.00,17664.00,14720.00,2944.00,7.396984925,14.79,98%,7.57
Store C,Toys,03/12/2023,1161,2604,21,12.00,10.00,13932.00,11610.00,2322.00,55.28571429,110.57,45%,124.00
Store E,Toys,03/12/2023,1171,2733,169,12.00,10.00,14052.00,11710.00,2342.00,6.928994083,13.86,43%,16.17
Store A,Toys,03/12/2023,1975,1964,101,12.00,10.00,23700.00,19750.00,3950.00,19.55445545,39.11,101%,19.45
Store C,Toys,04/12/2023,355,2974,90,12.00,10.00,4260.00,3550.00,710.00,3.944444444,7.89,12%,33.04
Store C,Toys,04/12/2023,221,718,11,12.00,10.00,2652.00,2210.00,442.00,20.09090909,40.18,31%,65.27
Store E,Toys,04/12/2023,426,2256,198,12.00,10.00,5112.00,4260.00,852.00,2.151515152,4.30,19%,11.39
Store E,Toys,04/12/2023,726,4730,198,12.00,10.00,8712.00,7260.00,1452.00,3.666666667,7.33,15%,23.89
Store C,Toys,04/12/2023,669,1777,27,12.00,10.00,8028.00,6690.00,1338.00,24.77777778,49.56,38%,65.81
Store E,Toys,04/12/2023,1670,4097,78,12.00,10.00,20040.00,16700.00,3340.00,21.41025641,42.82,41%,52.53
Store B,Toys,04/12/2023,1242,1407,11,12.00,10.00,14904.00,12420.00,2484.00,112.9090909,225.82,88%,127.91
Store E,Toys,04/12/2023,555,4367,96,12.00,10.00,6660.00,5550.00,1110.00,5.78125,11.56,13%,45.49
Store E,Toys,04/12/2023,1693,2367,149,12.00,10.00,20316.00,16930.00,3386.00,11.36241611,22.72,72%,15.89
Store D,Toys,04/12/2023,1723,1814,63,12.00,10.00,20676.00,17230.00,3446.00,27.34920635,54.70,95%,28.79
Store A,Toys,04/12/2023,574,597,171,12.00,10.00,6888.00,5740.00,1148.00,3.356725146,6.71,96%,3.49
Store B,Toys,04/12/2023,522,1722,190,12.00,10.00,6264.00,5220.00,1044.00,2.747368421,5.49,30%,9.06
Store D,Toys,04/12/2023,938,2565,157,12.00,10.00,11256.00,9380.00,1876.00,5.974522293,11.95,37%,16.34
Store C,Toys,04/12/2023,1475,4588,180,12.00,10.00,17700.00,14750.00,2950.00,8.194444444,16.39,32%,25.49
Store A,Toys,04/12/2023,857,4054,18,12.00,10.00,10284.00,8570.00,1714.00,47.61111111,95.22,21%,225.22
Store D,Toys,05/12/2023,663,919,117,12.00,10.00,7956.00,6630.00,1326.00,5.666666667,11.33,72%,7.85
Store C,Toys,05/12/2023,1569,3929,159,12.00,10.00,18828.00,15690.00,3138.00,9.867924528,19.74,40%,24.71
Store E,Toys,05/12/2023,1420,3518,199,12.00,10.00,17040.00,14200.00,2840.00,7.135678392,14.27,40%,17.68
Store D,Toys,05/12/2023,789,1792,191,12.00,10.00,9468.00,7890.00,1578.00,4.130890052,8.26,44%,9.38
Store B,Toys,05/12/2023,1082,2359,32,12.00,10.00,12984.00,10820.00,2164.00,33.8125,67.63,46%,73.72
Store A,Toys,05/12/2023,1272,1367,109,12.00,10.00,15264.00,12720.00,2544.00,11.66972477,23.34,93%,12.54
Store E,Toys,05/12/2023,1622,4840,104,12.00,10.00,19464.00,16220.00,3244.00,15.59615385,31.19,34%,46.54
Store B,Toys,05/12/2023,810,1577,144,12.00,10.00,9720.00,8100.00,1620.00,5.625,11.25,51%,10.95
Store D,Toys,05/12/2023,1579,1142,94,12.00,10.00,18948.00,15790.00,3158.00,16.79787234,33.60,138%,12.15
Store A,Toys,05/12/2023,687,977,121,12.00,10.00,8244.00,6870.00,1374.00,5.67768595,11.36,70%,8.07
Store B,Toys,05/12/2023,466,4688,63,12.00,10.00,5592.00,4660.00,932.00,7.396825397,14.79,10%,74.41
Store E,Toys,05/12/2023,615,1554,91,12.00,10.00,7380.00,6150.00,1230.00,6.758241758,13.52,40%,17.08
Store B,Toys,06/12/2023,881,4347,46,12.00,10.00,10572.00,8810.00,1762.00,19.15217391,38.30,20%,94.50
Store A,Toys,06/12/2023,212,2337,113,12.00,10.00,2544.00,2120.00,424.00,1.876106195,3.75,9%,20.68
Store A,Toys,06/12/2023,995,2902,171,12.00,10.00,11940.00,9950.00,1990.00,5.81871345,11.64,34%,16.97
Store B,Toys,06/12/2023,1240,507,64,12.00,10.00,14880.00,12400.00,2480.00,19.375,38.75,245%,7.92
Store E,Toys,06/12/2023,1664,2486,124,12.00,10.00,19968.00,16640.00,3328.00,13.41935484,26.84,67%,20.05
Store D,Toys,06/12/2023,1632,4468,171,12.00,10.00,19584.00,16320.00,3264.00,9.543859649,19.09,37%,26.13
Store B,Toys,06/12/2023,821,1525,38,12.00,10.00,9852.00,8210.00,1642.00,21.60526316,43.21,54%,40.13
Store A,Toys,06/12/2023,1874,3109,98,12.00,10.00,22488.00,18740.00,3748.00,19.12244898,38.24,60%,31.72
Store E,Toys,06/12/2023,185,3602,16,12.00,10.00,2220.00,1850.00,370.00,11.5625,23.13,5%,225.13
Store A,Toys,06/12/2023,748,3747,174,12.00,10.00,8976.00,7480.00,1496.00,4.298850575,8.60,20%,21.53
Store E,Toys,06/12/2023,1415,1591,61,12.00,10.00,16980.00,14150.00,2830.00,23.19672131,46.39,89%,26.08
Store A,Toys,07/12/2023,1274,1150,163,12.00,10.00,15288.00,12740.00,2548.00,7.81595092,15.63,111%,7.06
Store D,Toys,07/12/2023,1946,1735,112,12.00,10.00,23352.00,19460.00,3892.00,17.375,34.75,112%,15.49
Store E,Toys,07/12/2023,344,3346,71,12.00,10.00,4128.00,3440.00,688.00,4.845070423,9.69,10%,47.13
Store B,Toys,07/12/2023,189,4776,192,12.00,10.00,2268.00,1890.00,378.00,0.984375,1.97,4%,24.88
Store A,Toys,07/12/2023,1343,3704,80,12.00,10.00,16116.00,13430.00,2686.00,16.7875,33.58,36%,46.30
Store A,Toys,07/12/2023,1819,2973,45,12.00,10.00,21828.00,18190.00,3638.00,40.42222222,80.84,61%,66.07
Store E,Toys,07/12/2023,1358,4871,90,12.00,10.00,16296.00,13580.00,2716.00,15.08888889,30.18,28%,54.12
Store D,Toys,07/12/2023,789,597,50,12.00,10.00,9468.00,7890.00,1578.00,15.78,31.56,132%,11.94
Store A,Toys,07/12/2023,756,2085,92,12.00,10.00,9072.00,7560.00,1512.00,8.217391304,16.43,36%,22.66
Store A,Toys,08/12/2023,1686,3595,152,12.00,10.00,20232.00,16860.00,3372.00,11.09210526,22.18,47%,23.65
Store B,Toys,08/12/2023,1879,1717,39,12.00,10.00,22548.00,18790.00,3758.00,48.17948718,96.36,109%,44.03
Store A,Toys,08/12/2023,141,3443,32,12.00,10.00,1692.00,1410.00,282.00,4.40625,8.81,4%,107.59
Store C,Toys,08/12/2023,1586,3790,42,12.00,10.00,19032.00,15860.00,3172.00,37.76190476,75.52,42%,90.24
Store D,Toys,08/12/2023,893,1385,86,12.00,10.00,10716.00,8930.00,1786.00,10.38372093,20.77,64%,16.10
Store A,Toys,08/12/2023,1277,4786,27,12.00,10.00,15324.00,12770.00,2554.00,47.2962963,94.59,27%,177.26
Store C,Toys,08/12/2023,108,1797,155,12.00,10.00,1296.00,1080.00,216.00,0.696774194,1.39,6%,11.59
Store C,Toys,08/12/2023,450,1754,121,12.00,10.00,5400.00,4500.00,900.00,3.719008264,7.44,26%,14.50
Store E,Toys,08/12/2023,694,2433,13,12.00,10.00,8328.00,6940.00,1388.00,53.38461538,106.77,29%,187.15
Store E,Toys,08/12/2023,1906,1513,73,12.00,10.00,22872.00,19060.00,3812.00,26.10958904,52.22,126%,20.73
Store D,Toys,08/12/2023,519,2533,122,12.00,10.00,6228.00,5190.00,1038.00,4.254098361,8.51,20%,20.76
Store B,Toys,08/12/2023,1652,4790,171,12.00,10.00,19824.00,16520.00,3304.00,9.660818713,19.32,34%,28.01
Store E,Toys,08/12/2023,1599,3692,49,12.00,10.00,19188.00,15990.00,3198.00,32.63265306,65.27,43%,75.35
Store A,Toys,08/12/2023,1292,3167,55,12.00,10.00,15504.00,12920.00,2584.00,23.49090909,46.98,41%,57.58
Store E,Toys,08/12/2023,1042,4260,160,12.00,10.00,12504.00,10420.00,2084.00,6.5125,13.03,24%,26.63
Store D,Toys,08/12/2023,731,4270,104,12.00,10.00,8772.00,7310.00,1462.00,7.028846154,14.06,17%,41.06
Store A,Toys,08/12/2023,1380,4240,149,12.00,10.00,16560.00,13800.00,2760.00,9.261744966,18.52,33%,28.46
Store B,Toys,08/12/2023,248,1358,148,12.00,10.00,2976.00,2480.00,496.00,1.675675676,3.35,18%,9.18
Store A,Toys,09/12/2023,392,3843,169,12.00,10.00,4704.00,3920.00,784.00,2.319526627,4.64,10%,22.74
Store C,Toys,09/12/2023,1383,4775,17,12.00,10.00,16596.00,13830.00,2766.00,81.35294118,162.71,29%,280.88
Store C,Toys,09/12/2023,1704,2362,121,12.00,10.00,20448.00,17040.00,3408.00,14.08264463,28.17,72%,19.52
Store D,Toys,09/12/2023,1783,1923,119,12.00,10.00,21396.00,17830.00,3566.00,14.98319328,29.97,93%,16.16
Store D,Toys,09/12/2023,383,3205,64,12.00,10.00,4596.00,3830.00,766.00,5.984375,11.97,12%,50.08
Store B,Toys,09/12/2023,1014,1059,38,12.00,10.00,12168.00,10140.00,2028.00,26.68421053,53.37,96%,27.87
Store D,Toys,09/12/2023,1273,3505,56,12.00,10.00,15276.00,12730.00,2546.00,22.73214286,45.46,36%,62.59
Store E,Toys,09/12/2023,1498,1507,72,12.00,10.00,17976.00,14980.00,2996.00,20.80555556,41.61,99%,20.93
Store A,Toys,09/12/2023,131,4629,174,12.00,10.00,1572.00,1310.00,262.00,0.752873563,1.51,3%,26.60
Store D,Toys,09/12/2023,423,3686,172,12.00,10.00,5076.00,4230.00,846.00,2.459302326,4.92,11%,21.43
Store E,Toys,09/12/2023,109,2402,101,12.00,10.00,1308.00,1090.00,218.00,1.079207921,2.16,5%,23.78
Store E,Toys,09/12/2023,1966,1420,192,12.00,10.00,23592.00,19660.00,3932.00,10.23958333,20.48,138%,7.40
Store D,Toys,09/12/2023,672,3296,133,12.00,10.00,8064.00,6720.00,1344.00,5.052631579,10.11,20%,24.78
Store A,Toys,09/12/2023,1657,3700,11,12.00,10.00,19884.00,16570.00,3314.00,150.6363636,301.27,45%,336.36
Store E,Toys,09/12/2023,1652,4121,15,12.00,10.00,19824.00,16520.00,3304.00,110.1333333,220.27,40%,274.73
Store A,Toys,09/12/2023,1672,3802,192,12.00,10.00,20064.00,16720.00,3344.00,8.708333333,17.42,44%,19.80
Store C,Toys,09/12/2023,881,4435,71,12.00,10.00,10572.00,8810.00,1762.00,12.4084507,24.82,20%,62.46
Store A,Toys,09/12/2023,1180,1978,126,12.00,10.00,14160.00,11800.00,2360.00,9.365079365,18.73,60%,15.70
Store A,Toys,10/12/2023,1129,2743,90,12.00,10.00,13548.00,11290.00,2258.00,12.54444444,25.09,41%,30.48
Store E,Toys,10/12/2023,1736,1946,44,12.00,10.00,20832.00,17360.00,3472.00,39.45454545,78.91,89%,44.23
Store C,Toys,10/12/2023,1354,1669,93,12.00,10.00,16248.00,13540.00,2708.00,14.55913978,29.12,81%,17.95
Store D,Toys,10/12/2023,292,1745,32,12.00,10.00,3504.00,2920.00,584.00,9.125,18.25,17%,54.53
Store A,Toys,10/12/2023,1312,2177,15,12.00,10.00,15744.00,13120.00,2624.00,87.46666667,174.93,60%,145.13
Store D,Toys,10/12/2023,660,4148,16,12.00,10.00,7920.00,6600.00,1320.00,41.25,82.50,16%,259.25
Store C,Toys,10/12/2023,1215,2955,74,12.00,10.00,14580.00,12150.00,2430.00,16.41891892,32.84,41%,39.93
Store A,Toys,10/12/2023,1482,3742,114,12.00,10.00,17784.00,14820.00,2964.00,13,26.00,40%,32.82
Store E,Toys,10/12/2023,545,4813,57,12.00,10.00,6540.00,5450.00,1090.00,9.561403509,19.12,11%,84.44
Store C,Toys,10/12/2023,1321,2379,84,12.00,10.00,15852.00,13210.00,2642.00,15.72619048,31.45,56%,28.32
Store A,Toys,10/12/2023,1764,1805,71,12.00,10.00,21168.00,17640.00,3528.00,24.84507042,49.69,98%,25.42
Store C,Toys,10/12/2023,212,4266,81,12.00,10.00,2544.00,2120.00,424.00,2.617283951,5.23,5%,52.67
Store E,Toys,10/12/2023,333,603,114,12.00,10.00,3996.00,3330.00,666.00,2.921052632,5.84,55%,5.29
Store D,Toys,10/12/2023,115,4521,29,12.00,10.00,1380.00,1150.00,230.00,3.965517241,7.93,3%,155.90
Store C,Toys,11/12/2023,653,1190,69,12.00,10.00,7836.00,6530.00,1306.00,9.463768116,18.93,55%,17.25
Store E,Toys,11/12/2023,1023,1154,123,12.00,10.00,12276.00,10230.00,2046.00,8.317073171,16.63,89%,9.38
Store D,Toys,11/12/2023,307,2054,75,12.00,10.00,3684.00,3070.00,614.00,4.093333333,8.19,15%,27.39
Store E,Toys,11/12/2023,154,2443,40,12.00,10.00,1848.00,1540.00,308.00,3.85,7.70,6%,61.08
Store C,Toys,11/12/2023,727,1826,175,12.00,10.00,8724.00,7270.00,1454.00,4.154285714,8.31,40%,10.43
Store C,Toys,11/12/2023,1641,1084,148,12.00,10.00,19692.00,16410.00,3282.00,11.08783784,22.18,151%,7.32
Store D,Toys,11/12/2023,1375,4364,32,12.00,10.00,16500.00,13750.00,2750.00,42.96875,85.94,32%,136.38
Store E,Toys,11/12/2023,292,4069,172,12.00,10.00,3504.00,2920.00,584.00,1.697674419,3.40,7%,23.66
Store B,Toys,11/12/2023,1232,3299,160,12.00,10.00,14784.00,12320.00,2464.00,7.7,15.40,37%,20.62
Store C,Toys,11/12/2023,1266,687,183,12.00,10.00,15192.00,12660.00,2532.00,6.918032787,13.84,184%,3.75
Store C,Toys,11/12/2023,565,4642,173,12.00,10.00,6780.00,5650.00,1130.00,3.265895954,6.53,12%,26.83
Store E,Grains & Raw food items,11/12/2023,131,949,32,19.00,10.00,2489.00,1310.00,1179.00,4.09375,36.84,14%,29.66
Store E,Grains & Raw food items,12/12/2023,1287,2218,102,19.00,10.00,24453.00,12870.00,11583.00,12.61764706,113.56,58%,21.75
Store E,Grains & Raw food items,12/12/2023,1548,1303,142,19.00,10.00,29412.00,15480.00,13932.00,10.90140845,98.11,119%,9.18
Store D,Grains & Raw food items,12/12/2023,993,3202,58,19.00,10.00,18867.00,9930.00,8937.00,17.12068966,154.09,31%,55.21
Store D,Grains & Raw food items,12/12/2023,885,1974,138,19.00,10.00,16815.00,8850.00,7965.00,6.413043478,57.72,45%,14.30
Store A,Grains & Raw food items,12/12/2023,1834,4835,28,19.00,10.00,34846.00,18340.00,16506.00,65.5,589.50,38%,172.68
Store E,Grains & Raw food items,12/12/2023,1862,4854,60,19.00,10.00,35378.00,18620.00,16758.00,31.03333333,279.30,38%,80.90
Store A,Grains & Raw food items,12/12/2023,181,3212,58,19.00,10.00,3439.00,1810.00,1629.00,3.120689655,28.09,6%,55.38
Store D,Grains & Raw food items,12/12/2023,1190,700,73,19.00,10.00,22610.00,11900.00,10710.00,16.30136986,146.71,170%,9.59
Store D,Grains & Raw food items,12/12/2023,1393,3044,96,19.00,10.00,26467.00,13930.00,12537.00,14.51041667,130.59,46%,31.71
Store A,Grains & Raw food items,12/12/2023,1814,4103,88,19.00,10.00,34466.00,18140.00,16326.00,20.61363636,185.52,44%,46.63
Store D,Grains & Raw food items,12/12/2023,1844,2145,60,19.00,10.00,35036.00,18440.00,16596.00,30.73333333,276.60,86%,35.75
Store D,Grains & Raw food items,12/12/2023,543,2728,69,19.00,10.00,10317.00,5430.00,4887.00,7.869565217,70.83,20%,39.54
Store A,Grains & Raw food items,13/12/2023,1283,1457,93,19.00,10.00,24377.00,12830.00,11547.00,13.79569892,124.16,88%,15.67
Store E,Grains & Raw food items,13/12/2023,1519,2819,28,19.00,10.00,28861.00,15190.00,13671.00,54.25,488.25,54%,100.68
Store C,Grains & Raw food items,13/12/2023,1536,4966,25,19.00,10.00,29184.00,15360.00,13824.00,61.44,552.96,31%,198.64
Store A,Grains & Raw food items,13/12/2023,120,4613,110,19.00,10.00,2280.00,1200.00,1080.00,1.090909091,9.82,3%,41.94
Store C,Grains & Raw food items,13/12/2023,467,3630,193,19.00,10.00,8873.00,4670.00,4203.00,2.419689119,21.78,13%,18.81
Store A,Grains & Raw food items,13/12/2023,992,1800,34,19.00,10.00,18848.00,9920.00,8928.00,29.17647059,262.59,55%,52.94
Store B,Grains & Raw food items,13/12/2023,698,3459,178,19.00,10.00,13262.00,6980.00,6282.00,3.921348315,35.29,20%,19.43
Store A,Grains & Raw food items,13/12/2023,1292,698,165,19.00,10.00,24548.00,12920.00,11628.00,7.83030303,70.47,185%,4.23
Store C,Grains & Raw food items,13/12/2023,1284,1661,34,19.00,10.00,24396.00,12840.00,11556.00,37.76470588,339.88,77%,48.85
Store C,Grains & Raw food items,13/12/2023,1461,1348,142,19.00,10.00,27759.00,14610.00,13149.00,10.28873239,92.60,108%,9.49
Store E,Grains & Raw food items,14/12/2023,1092,3057,65,19.00,10.00,20748.00,10920.00,9828.00,16.8,151.20,36%,47.03
Store A,Grains & Raw food items,14/12/2023,562,971,42,19.00,10.00,10678.00,5620.00,5058.00,13.38095238,120.43,58%,23.12
Store A,Grains & Raw food items,14/12/2023,1946,1413,72,19.00,10.00,36974.00,19460.00,17514.00,27.02777778,243.25,138%,19.63
Store C,Grains & Raw food items,14/12/2023,1839,3335,35,19.00,10.00,34941.00,18390.00,16551.00,52.54285714,472.89,55%,95.29
Store C,Grains & Raw food items,14/12/2023,1325,4402,34,19.00,10.00,25175.00,13250.00,11925.00,38.97058824,350.74,30%,129.47
Store E,Grains & Raw food items,14/12/2023,353,3161,149,19.00,10.00,6707.00,3530.00,3177.00,2.369127517,21.32,11%,21.21
Store B,Grains & Raw food items,14/12/2023,903,3541,75,19.00,10.00,17157.00,9030.00,8127.00,12.04,108.36,26%,47.21
Store C,Grains & Raw food items,14/12/2023,625,3739,40,19.00,10.00,11875.00,6250.00,5625.00,15.625,140.63,17%,93.48
Store B,Grains & Raw food items,14/12/2023,779,4387,44,19.00,10.00,14801.00,7790.00,7011.00,17.70454545,159.34,18%,99.70
Store A,Grains & Raw food items,14/12/2023,924,4551,64,19.00,10.00,17556.00,9240.00,8316.00,14.4375,129.94,20%,71.11
Store C,Grains & Raw food items,14/12/2023,1420,3394,142,19.00,10.00,26980.00,14200.00,12780.00,10,90.00,42%,23.90
Store C,Grains & Raw food items,14/12/2023,789,3123,80,19.00,10.00,14991.00,7890.00,7101.00,9.8625,88.76,25%,39.04
